x,y,h,w,c_x,c_y,class
296.04227,36.25228,297.81424,104.87421,348,185,6
296.3257,35.98915,296.46283,103.401,348,184,6
296.33575,35.848618,297.685,103.99103,348,184,6
296.5079,35.917583,297.0673,103.31497,348,184,6
297.083,36.37403,298.13077,102.463745,348,185,6
296.8098,37.667656,294.94623,102.868256,348,185,6
296.62888,37.118626,296.10272,102.74924,348,185,6
296.91885,36.396103,295.3982,101.861115,347,184,6
296.98358,38.194183,294.7189,102.44977,348,185,6
297.04465,37.971825,293.11325,101.46149,347,184,6
296.95746,38.44441,294.60327,101.00012,347,185,6
296.40387,38.16486,293.2251,102.27539,347,184,6
296.52982,38.353645,293.4694,102.34375,347,185,6
296.83658,38.066925,294.9226,101.761566,347,185,6
296.42453,38.715935,293.3662,102.07507,347,185,6
296.88556,38.99643,293.38004,101.574066,347,185,6
297.41843,39.216125,292.92545,101.311676,348,185,6
296.95407,38.850273,293.40668,102.002106,347,185,6
297.34265,38.18686,293.00357,101.757935,348,184,6
296.02988,38.732056,295.95612,103.232025,347,186,6
296.63177,38.28176,292.60245,102.82721,348,184,6
297.21454,38.782326,292.40042,101.14838,347,184,6
297.10406,39.10482,291.97714,101.93933,348,185,6
297.13068,38.385773,293.05127,101.181946,347,184,6
296.52588,39.293633,292.89334,102.589966,347,185,6
296.47644,38.043552,294.45377,101.908325,347,185,6
296.7034,38.151356,292.9865,101.4664,347,184,6
296.79608,38.3436,294.27753,101.39044,347,185,6
296.9193,38.750538,293.94162,101.471344,347,185,6
296.78876,39.39726,292.00946,102.255585,347,185,6
297.09415,39.5131,292.30435,101.77896,347,185,6
297.28055,38.454437,292.9409,100.81958,347,184,6
297.1256,39.452347,293.14124,101.39368,347,186,6
296.29825,39.094475,293.38217,102.19437,347,185,6
297.18024,38.527264,294.28003,101.62149,347,185,6
296.14804,38.553688,293.8846,102.83914,347,185,6
297.4249,38.431747,293.536,101.73071,348,185,6
296.98566,39.01058,294.5718,102.196014,348,186,6
296.0219,38.583954,295.37524,103.37952,347,186,6
296.5064,38.215485,292.56177,102.674164,347,184,6
296.52505,38.427345,294.79718,102.18289,347,185,6
295.9419,36.94286,294.8352,103.64554,347,184,6
296.57333,37.74608,294.33728,103.07077,348,184,6
296.50488,37.19826,295.24435,102.794586,347,184,6
296.15118,37.579536,295.13956,103.85181,348,185,6
296.76,37.5422,295.81497,102.099976,347,185,6
295.36267,37.491245,295.02435,105.339874,348,185,6
295.63196,36.890358,298.05945,103.6759,347,185,6
296.474,36.497883,295.2195,102.73981,347,184,6
296.29337,36.634785,295.47308,103.42389,348,184,6
296.61514,37.656498,295.49268,103.16818,348,185,6
296.04468,35.878143,296.45538,103.95868,348,184,6
296.43393,37.301846,296.69345,102.93826,347,185,6
295.83807,35.58001,297.2496,104.21762,347,184,6
296.47522,36.77968,296.09186,103.12149,348,184,6
296.44116,36.534306,297.4793,103.112335,347,185,6
296.47137,36.742203,295.98108,102.61182,347,184,6
296.63684,36.11299,296.6336,101.89526,347,184,6
297.02704,36.43936,295.30222,101.80267,347,184,6
295.9356,35.89787,297.32364,104.235535,348,184,6
296.61102,37.167564,296.0171,103.05609,348,185,6
295.7311,36.029236,296.26532,104.68234,348,184,6
296.14868,37.33658,296.1522,103.52722,347,185,6
296.17474,36.686596,295.50656,102.86023,347,184,6
295.9338,35.999825,295.4035,103.76221,347,183,6
297.0231,35.234497,295.6789,101.444,347,183,6
296.5957,36.620636,294.0309,102.826904,348,183,6
296.35565,36.10558,294.44858,101.79584,347,183,6
296.45154,36.409866,295.43976,102.0285,347,184,6
296.80908,36.29,294.98434,102.30759,347,183,6
295.763,36.591297,296.13885,104.3194,347,184,6
296.8585,36.139984,295.32187,102.33621,348,183,6
296.00192,37.579506,295.80737,102.78699,347,185,6
296.49927,37.162514,293.9927,102.34076,347,184,6
295.5124,37.036415,293.14572,104.254456,347,183,6
296.04562,37.82783,292.78754,103.45627,347,184,6
295.67554,37.424526,295.46085,102.70261,347,185,6
296.25217,37.530025,293.9324,101.764435,347,184,6
296.58792,37.98979,293.4969,101.941315,347,184,6
296.28055,38.808846,294.0911,101.8685,347,185,6
296.3189,38.41614,293.23666,102.19098,347,185,6
296.8317,37.022724,294.90927,101.14053,347,184,6
296.2692,38.101387,293.5644,102.04245,347,184,6
296.82147,38.540653,293.48685,100.6431,347,185,6
297.2375,38.730526,292.84232,100.347595,347,185,6
296.27957,38.592266,293.618,101.89328,347,185,6
296.68927,37.91233,294.3475,100.63162,347,185,6
297.2794,38.4246,292.9796,100.166626,347,184,6
296.88763,38.271187,293.79007,100.670044,347,185,6
296.22266,37.153915,295.11902,101.95398,347,184,6
296.5255,37.29309,293.02313,100.07855,346,183,6
296.37466,37.22194,291.57867,101.240234,346,183,6
296.88556,37.480103,292.9169,100.44409,347,183,6
296.66528,37.00184,294.09875,100.29462,346,184,6
296.31717,37.31442,295.50266,100.913635,346,185,6
296.06277,38.32565,292.68182,100.92224,346,184,6
296.77655,37.83191,294.57187,100.59195,347,185,6
295.32315,36.985016,293.86838,102.93402,346,183,6
296.60242,38.877296,292.09967,100.9245,347,184,6
295.17178,37.77806,294.9613,102.63599,346,185,6
296.3227,37.51027,295.51263,101.65057,347,185,6
296.41568,37.1611,293.71735,101.80176,347,184,6
296.1288,37.8033,293.62866,100.924774,346,184,6
295.53473,37.38094,295.19418,101.53229,346,184,6
297.2449,37.329796,291.58932,99.563934,347,183,6
296.31088,37.52844,294.3563,100.882965,346,184,6
296.68027,37.60058,296.42065,99.88669,346,185,6
296.17487,36.382973,296.07733,100.89273,346,184,6
296.26837,36.51561,294.6405,102.42053,347,183,6
296.63394,36.28923,295.30676,100.530334,346,183,6
296.06943,37.91967,294.12045,100.94858,346,184,6
295.7992,37.368435,294.90372,101.85248,346,184,6
296.73157,37.17546,294.94537,100.51703,346,184,6
296.14594,36.433926,294.96872,102.2959,347,183,6
296.69894,36.214672,294.79672,100.782135,347,183,6
296.54263,37.18237,294.6429,101.168976,347,184,6
296.6597,36.764187,294.3701,101.04996,347,183,6
296.26334,36.344864,293.9898,101.88928,347,183,6
296.92383,36.426144,292.98608,100.41031,347,182,6
296.55356,36.85547,293.7473,100.604004,346,183,6
296.8112,36.725906,293.37585,101.37976,347,183,6
297.4807,38.607502,292.65363,99.88852,347,184,6
296.7085,37.637527,294.29218,101.06543,347,184,6
297.00677,38.491,291.69858,100.40335,347,184,6
295.83014,37.78576,293.33203,102.2619,346,184,6
296.73038,37.864323,293.30386,100.78369,347,184,6
297.0528,37.552055,292.7617,100.81616,347,183,6
296.0194,37.484123,294.95782,102.625916,347,184,6
296.78796,37.94147,293.27905,101.24594,347,184,6
296.44415,36.628975,295.59885,100.714355,346,184,6
297.2846,36.573288,294.72656,100.58246,347,183,6
296.50204,36.832207,295.35367,101.55792,347,184,6
297.57132,36.71166,294.44608,100.26315,347,183,6
297.00528,35.908913,295.57635,101.62985,347,183,6
296.5783,35.143475,296.15366,101.3194,347,183,6
296.3833,34.87076,295.85544,102.06555,347,182,6
296.85794,34.24762,297.71863,101.39786,347,183,6
297.21796,36.233295,294.12173,101.01868,347,183,6
296.3117,35.64384,295.99844,101.539856,347,183,6
